audio,sampling_rate,transcript
149639.wav,44100,
422865.wav,44100,
345196.wav,44100,
423148.wav,44100,
379126.wav,44100,
59819.wav,44100,
430679.wav,44100,
196033.wav,44100,
203007.wav,44100,
392663.wav,44100,
387021.wav,44100,
420471.wav,44100,
93665.wav,44100,
425044.wav,44100,
404676.wav,44100,
429052.wav,44100,
186335.wav,44100,
414064.wav,44100,
26922.wav,44100,
407010.wav,44100,
97395.wav,44100,
199958.wav,44100,
352574.wav,44100,
158686.wav,44100,
199950.wav,44100,
179899.wav,44100,
58490.wav,44100,
391687.wav,44100,
197266.wav,44100,
407023.wav,44100,
254548.wav,44100,
182902.wav,44100,
275404.wav,44100,
138981.wav,44100,
251633.wav,44100,
263079.wav,44100,
173481.wav,44100,
17148.wav,44100,
174619.wav,44100,
30783.wav,44100,
429057.wav,44100,
67707.wav,44100,
347854.wav,44100,
162620.wav,44100,
336605.wav,44100,
149625.wav,44100,
104083.wav,44100,
87036.wav,44100,
217800.wav,44100,
350678.wav,44100,
190001.wav,44100,
182911.wav,44100,
7325.wav,44100,
60001.wav,44100,
24952.wav,44100,
199955.wav,44100,
122327.wav,44100,
381194.wav,44100,
48495.wav,44100,
48507.wav,44100,
187816.wav,44100,
367328.wav,44100,
332115.wav,44100,
328102.wav,44100,
362253.wav,44100,
54964.wav,44100,
190675.wav,44100,
191992.wav,44100,
252015.wav,44100,
341333.wav,44100,
266604.wav,44100,
328020.wav,44100,
350969.wav,44100,
199944.wav,44100,
238379.wav,44100,
161503.wav,44100,
178084.wav,44100,
131368.wav,44100,
396986.wav,44100,
195738.wav,44100,
203036.wav,44100,
62630.wav,44100,
271012.wav,44100,
138294.wav,44100,
198863.wav,44100,
126752.wav,44100,
126742.wav,44100,
407012.wav,44100,
434099.wav,44100,
249942.wav,44100,
341331.wav,44100,
93656.wav,44100,
138207.wav,44100,
398495.wav,44100,
181936.wav,44100,
254549.wav,44100,
239489.wav,44100,
337534.wav,44100,
251625.wav,44100,
190673.wav,44100,
162252.wav,44100,
215952.wav,44100,
164724.wav,44100,
333967.wav,44100,
163413.wav,44100,
179907.wav,44100,
238374.wav,44100,
121568.wav,44100,
182683.wav,44100,
59251.wav,44100,
241128.wav,44100,
169693.wav,44100,
23779.wav,44100,
199959.wav,44100,
62471.wav,44100,
195340.wav,44100,
219489.wav,44100,
37774.wav,44100,
380648.wav,44100,
361120.wav,44100,
179898.wav,44100,
195504.wav,44100,
427979.wav,44100,
192766.wav,44100,
397952.wav,44100,
238792.wav,44100,
131303.wav,44100,
141143.wav,44100,
426595.wav,44100,
41912.wav,44100,
414024.wav,44100,
216134.wav,44100,
16799.wav,44100,
237725.wav,44100,
138209.wav,44100,
181909.wav,44100,
136434.wav,44100,
182920.wav,44100,
262604.wav,44100,
216376.wav,44100,
73272.wav,44100,
182868.wav,44100,
106130.wav,44100,
404303.wav,44100,
62600.wav,44100,
54484.wav,44100,
14640.wav,44100,
346275.wav,44100,
73316.wav,44100,
62446.wav,44100,
337074.wav,44100,
43029.wav,44100,
415972.wav,44100,
20570.wav,44100,
179045.wav,44100,
400992.wav,44100,
51194.wav,44100,
138967.wav,44100,
37775.wav,44100,
210181.wav,44100,
376584.wav,44100,
405133.wav,44100,
138211.wav,44100,
337538.wav,44100,
35386.wav,44100,
62628.wav,44100,
166707.wav,44100,
109285.wav,44100,
42973.wav,44100,
23521.wav,44100,
177932.wav,44100,
36813.wav,44100,
139959.wav,44100,
182797.wav,44100,
361366.wav,44100,
390927.wav,44100,
128307.wav,44100,
73269.wav,44100,
50401.wav,44100,
396529.wav,44100,
345004.wav,44100,
149677.wav,44100,
407022.wav,44100,
431603.wav,44100,
104683.wav,44100,
219488.wav,44100,
234075.wav,44100,
194047.wav,44100,
50056.wav,44100,
417311.wav,44100,
182916.wav,44100,
101495.wav,44100,
319756.wav,44100,
14642.wav,44100,
397884.wav,44100,
344342.wav,44100,
386668.wav,44100,
237412.wav,44100,
363945.wav,44100,
263080.wav,44100,
371313.wav,44100,
182914.wav,44100,
423008.wav,44100,
369198.wav,44100,
170107.wav,44100,
233262.wav,44100,
191655.wav,44100,
319734.wav,44100,
362131.wav,44100,
149627.wav,44100,
50061.wav,44100,
410830.wav,44100,
153261.wav,44100,
138987.wav,44100,
213011.wav,44100,
425697.wav,44100,
192195.wav,44100,
95036.wav,44100,
417998.wav,44100,
78922.wav,44100,
243610.wav,44100,
336268.wav,44100,
416961.wav,44100,
277505.wav,44100,
223640.wav,44100,
138208.wav,44100,
58255.wav,44100,
337543.wav,44100,
209044.wav,44100,
387363.wav,44100,
411882.wav,44100,
429847.wav,44100,
395374.wav,44100,
46124.wav,44100,
99085.wav,44100,
199945.wav,44100,
252276.wav,44100,
365016.wav,44100,
177933.wav,44100,
432846.wav,44100,
351241.wav,44100,
392830.wav,44100,
161812.wav,44100,
181339.wav,44100,
81213.wav,44100,
60015.wav,44100,
149620.wav,44100,
190002.wav,44100,
207373.wav,44100,
82270.wav,44100,
326487.wav,44100,
209445.wav,44100,
337539.wav,44100,
420304.wav,44100,
166709.wav,44100,
432845.wav,44100,
190677.wav,44100,
188494.wav,44100,
394959.wav,44100,
181269.wav,44100,
337540.wav,44100,
50053.wav,44100,
95263.wav,44100,
264430.wav,44100,
392497.wav,44100,
179905.wav,44100,
392882.wav,44100,
101955.wav,44100,
343433.wav,44100,
410369.wav,44100,
345005.wav,44100,
182918.wav,44100,
336379.wav,44100,
264826.wav,44100,
58488.wav,44100,
360296.wav,44100,
408639.wav,44100,
420310.wav,44100,
181338.wav,44100,
349487.wav,44100,
109291.wav,44100,
190671.wav,44100,
329116.wav,44100,
119896.wav,44100,
56306.wav,44100,
151783.wav,44100,
17510.wav,44100,
385947.wav,44100,
208842.wav,44100,
328101.wav,44100,
239490.wav,44100,
379468.wav,44100,
268753.wav,44100,
213032.wav,44100,
213151.wav,44100,
85133.wav,44100,
149673.wav,44100,
90716.wav,44100,
242017.wav,44100,
82516.wav,44100,
138206.wav,44100,
407017.wav,44100,
240296.wav,44100,
51045.wav,44100,
30781.wav,44100,
402547.wav,44100,
425701.wav,44100,
425996.wav,44100,
29532.wav,44100,
209443.wav,44100,
217804.wav,44100,
115521.wav,44100,
73270.wav,44100,
45482.wav,44100,
323466.wav,44100,
212973.wav,44100,
414304.wav,44100,
204347.wav,44100,
103325.wav,44100,
433874.wav,44100,
95738.wav,44100,
250653.wav,44100,
138990.wav,44100,
581.wav,44100,
420301.wav,44100,
367475.wav,44100,
137023.wav,44100,
70197.wav,44100,
360328.wav,44100,
331712.wav,44100,
427602.wav,44100,
199752.wav,44100,
160157.wav,44100,
184069.wav,44100,
427691.wav,44100,
429054.wav,44100,
331687.wav,44100,
49969.wav,44100,
18809.wav,44100,
188385.wav,44100,
429056.wav,44100,
28235.wav,44100,
350578.wav,44100,
429904.wav,44100,
74215.wav,44100,
342580.wav,44100,
102684.wav,44100,
2690.wav,44100,
237730.wav,44100,
336732.wav,44100,
198858.wav,44100,
51195.wav,44100,
151850.wav,44100,
376195.wav,44100,
342577.wav,44100,
275617.wav,44100,
431639.wav,44100,
379472.wav,44100,
275466.wav,44100,
17306.wav,44100,
127862.wav,44100,
361487.wav,44100,
70170.wav,44100,
336652.wav,44100,
203830.wav,44100,
268148.wav,44100,
423964.wav,44100,
32796.wav,44100,
420314.wav,44100,
432686.wav,44100,
50403.wav,44100,
363935.wav,44100,
422963.wav,44100,
16730.wav,44100,
135010.wav,44100,
399538.wav,44100,
334247.wav,44100,
425138.wav,44100,
408559.wav,44100,
350979.wav,44100,
360340.wav,44100,
93663.wav,44100,
120393.wav,44100,
35703.wav,44100,
347303.wav,44100,
411090.wav,44100,
399656.wav,44100,
317129.wav,44100,
407027.wav,44100,
68706.wav,44100,
213015.wav,44100,
371689.wav,44100,
188501.wav,44100,
48523.wav,44100,
242015.wav,44100,
121945.wav,44100,
199948.wav,44100,
402679.wav,44100,
55059.wav,44100,
82514.wav,44100,
342581.wav,44100,
162392.wav,44100,
110959.wav,44100,
210512.wav,44100,
250991.wav,44100,
188498.wav,44100,
352421.wav,44100,
369204.wav,44100,
391686.wav,44100,
407207.wav,44100,
176021.wav,44100,
21733.wav,44100,
242013.wav,44100,
109646.wav,44100,
90715.wav,44100,
204449.wav,44100,
122322.wav,44100,
434098.wav,44100,
429051.wav,44100,
366888.wav,44100,
237324.wav,44100,
259650.wav,44100,
59730.wav,44100,
184311.wav,44100,
53991.wav,44100,
95053.wav,44100,
68891.wav,44100,
121572.wav,44100,
268146.wav,44100,
245323.wav,44100,
99082.wav,44100,
402589.wav,44100,
361772.wav,44100,
149655.wav,44100,
337791.wav,44100,
122091.wav,44100,
213039.wav,44100,
213308.wav,44100,
335335.wav,44100,
118934.wav,44100,
410929.wav,44100,
199753.wav,44100,
39401.wav,44100,
411087.wav,44100,
345187.wav,44100,
208862.wav,44100,
345195.wav,44100,
121569.wav,44100,
166703.wav,44100,
327409.wav,44100,
149713.wav,44100,
329760.wav,44100,
427549.wav,44100,
158684.wav,44100,
115251.wav,44100,
160911.wav,44100,
94171.wav,44100,
166643.wav,44100,
155147.wav,44100,
48508.wav,44100,
231920.wav,44100,
55177.wav,44100,
17140.wav,44100,
219638.wav,44100,
393703.wav,44100,
87977.wav,44100,
106134.wav,44100,
250138.wav,44100,
182278.wav,44100,
50609.wav,44100,
185750.wav,44100,
319700.wav,44100,
390567.wav,44100,
49486.wav,44100,
324048.wav,44100,
429058.wav,44100,
218828.wav,44100,
177059.wav,44100,
407018.wav,44100,
179110.wav,44100,
112296.wav,44100,
16782.wav,44100,
149638.wav,44100,
232556.wav,44100,
186674.wav,44100,
347549.wav,44100,
354023.wav,44100,
387449.wav,44100,
190664.wav,44100,
121940.wav,44100,
347709.wav,44100,
25591.wav,44100,
386796.wav,44100,
58250.wav,44100,
402801.wav,44100,
171739.wav,44100,
236996.wav,44100,
182910.wav,44100,
48936.wav,44100,
344434.wav,44100,
271501.wav,44100,
138980.wav,44100,
369423.wav,44100,
395684.wav,44100,
108772.wav,44100,
149666.wav,44100,
330787.wav,44100,
404528.wav,44100,
429064.wav,44100,
434126.wav,44100,
100355.wav,44100,
160910.wav,44100,
280205.wav,44100,
51034.wav,44100,
393634.wav,44100,
420295.wav,44100,
135870.wav,44100,
17152.wav,44100,
201105.wav,44100,
335270.wav,44100,
48510.wav,44100,
199688.wav,44100,
420311.wav,44100,
341748.wav,44100,
353194.wav,44100,
399357.wav,44100,
237381.wav,44100,
28027.wav,44100,
350724.wav,44100,
146422.wav,44100,
2396.wav,44100,
413854.wav,44100,
271355.wav,44100,
127113.wav,44100,
121573.wav,44100,
96952.wav,44100,
346242.wav,44100,
240790.wav,44100,
381215.wav,44100,
99080.wav,44100,
149992.wav,44100,
268178.wav,44100,
344435.wav,44100,
58385.wav,44100,
397408.wav,44100,
204446.wav,44100,
184310.wav,44100,
184205.wav,44100,
136603.wav,44100,
182917.wav,44100,
394227.wav,44100,
425065.wav,44100,
146419.wav,44100,
367218.wav,44100,
127978.wav,44100,
393744.wav,44100,
50405.wav,44100,
157433.wav,44100,
82515.wav,44100,
364637.wav,44100,
100632.wav,44100,
59053.wav,44100,
393003.wav,44100,
407028.wav,44100,
190676.wav,44100,
134909.wav,44100,
234536.wav,44100,
23769.wav,44100,
43039.wav,44100,
6584.wav,44100,
50060.wav,44100,
3991.wav,44100,
378173.wav,44100,
259242.wav,44100,
340218.wav,44100,
160154.wav,44100,
50057.wav,44100,
124487.wav,44100,
6595.wav,44100,
39877.wav,44100,
35076.wav,44100,
118995.wav,44100,
332114.wav,44100,
29531.wav,44100,
254642.wav,44100,
353108.wav,44100,
334452.wav,44100,
367510.wav,44100,
395681.wav,44100,
209205.wav,44100,
33701.wav,44100,
405134.wav,44100,
149623.wav,44100,
199957.wav,44100,
127967.wav,44100,
381152.wav,44100,
429866.wav,44100,
426194.wav,44100,
337537.wav,44100,
72895.wav,44100,
320049.wav,44100,
77487.wav,44100,
101676.wav,44100,
149651.wav,44100,
321176.wav,44100,
238378.wav,44100,
175428.wav,44100,
29530.wav,44100,
332117.wav,44100,
320789.wav,44100,
2878.wav,44100,
62442.wav,44100,
251630.wav,44100,
135113.wav,44100,
352811.wav,44100,
256862.wav,44100,
269393.wav,44100,
434101.wav,44100,
39834.wav,44100,
337536.wav,44100,
149619.wav,44100,
396996.wav,44100,
209045.wav,44100,
50402.wav,44100,
202409.wav,44100,
75646.wav,44100,
64456.wav,44100,
181334.wav,44100,
199754.wav,44100,
149647.wav,44100,
196034.wav,44100,
182919.wav,44100,
62477.wav,44100,
337535.wav,44100,
9668.wav,44100,
199943.wav,44100,
178632.wav,44100,
166339.wav,44100,
249508.wav,44100,
122323.wav,44100,
104017.wav,44100,
138973.wav,44100,
414303.wav,44100,
384034.wav,44100,
31283.wav,44100,
33506.wav,44100,
67708.wav,44100,
244053.wav,44100,
192439.wav,44100,
422974.wav,44100,
28237.wav,44100,
17059.wav,44100,
386514.wav,44100,
128848.wav,44100,
429860.wav,44100,
183179.wav,44100,
74216.wav,44100,
86567.wav,44100,
429319.wav,44100,
50901.wav,44100,
175231.wav,44100,
413833.wav,44100,
108770.wav,44100,
58252.wav,44100,
234737.wav,44100,
426859.wav,44100,
421003.wav,44100,
430692.wav,44100,
380806.wav,44100,
95264.wav,44100,
118185.wav,44100,
429055.wav,44100,
195344.wav,44100,
149644.wav,44100,
408002.wav,44100,
28236.wav,44100,
121946.wav,44100,
411845.wav,44100,
332118.wav,44100,
15548.wav,44100,
426860.wav,44100,
137021.wav,44100,
109373.wav,44100,
250263.wav,44100,
320063.wav,44100,
61313.wav,44100,
428336.wav,44100,
176233.wav,44100,
181332.wav,44100,
218386.wav,44100,
127976.wav,44100,
81263.wav,44100,
149637.wav,44100,
269287.wav,44100,
209046.wav,44100,
354025.wav,44100,
244296.wav,44100,
429065.wav,44100,
245674.wav,44100,
376647.wav,44100,
162417.wav,44100,
380391.wav,44100,
17495.wav,44100,
199926.wav,44100,
116637.wav,44100,
256172.wav,44100,
207470.wav,44100,
56403.wav,44100,
382752.wav,44100,
410928.wav,44100,
71602.wav,44100,
429316.wav,44100,
162415.wav,44100,
41107.wav,44100,
265627.wav,44100,
326047.wav,44100,
70195.wav,44100,
104078.wav,44100,
187772.wav,44100,
429338.wav,44100,
13160.wav,44100,
135447.wav,44100,
376582.wav,44100,
122814.wav,44100,
371717.wav,44100,
122319.wav,44100,
128343.wav,44100,
17358.wav,44100,
34355.wav,44100,
73271.wav,44100,
75693.wav,44100,
95261.wav,44100,
145231.wav,44100,
242014.wav,44100,
345193.wav,44100,
211645.wav,44100,
53671.wav,44100,
165812.wav,44100,
91444.wav,44100,
169540.wav,44100,
204953.wav,44100,
211941.wav,44100,
334911.wav,44100,
94715.wav,44100,
37403.wav,44100,
25290.wav,44100,
396485.wav,44100,
136251.wav,44100,
50059.wav,44100,
17769.wav,44100,
333900.wav,44100,
202084.wav,44100,
367329.wav,44100,
99081.wav,44100,
142001.wav,44100,
201866.wav,44100,
75643.wav,44100,
36814.wav,44100,
234196.wav,44100,
361119.wav,44100,
239481.wav,44100,
199946.wav,44100,
56247.wav,44100,
190455.wav,44100,
268751.wav,44100,
237411.wav,44100,
127121.wav,44100,
271234.wav,44100,
363940.wav,44100,
149642.wav,44100,
81155.wav,44100,
363938.wav,44100,
233507.wav,44100,
89613.wav,44100,
420319.wav,44100,
208848.wav,44100,
216935.wav,44100,
127119.wav,44100,
267464.wav,44100,
208847.wav,44100,
391683.wav,44100,
232158.wav,44100,
396984.wav,44100,
182909.wav,44100,
405135.wav,44100,
256638.wav,44100,
99084.wav,44100,
370184.wav,44100,
165299.wav,44100,
121142.wav,44100,
56369.wav,44100,
336380.wav,44100,
407013.wav,44100,
185105.wav,44100,
197134.wav,44100,
251632.wav,44100,
2394.wav,44100,
144126.wav,44100,
17658.wav,44100,
407025.wav,44100,
264438.wav,44100,
17339.wav,44100,
182901.wav,44100,
407024.wav,44100,
418385.wav,44100,
414980.wav,44100,
429854.wav,44100,
121943.wav,44100,
17301.wav,44100,
405139.wav,44100,
181895.wav,44100,
165345.wav,44100,
328098.wav,44100,
353954.wav,44100,
238039.wav,44100,
199947.wav,44100,
58251.wav,44100,
14606.wav,44100,
381153.wav,44100,
190669.wav,44100,
48520.wav,44100,
430701.wav,44100,
66395.wav,44100,
325090.wav,44100,
420322.wav,44100,
175682.wav,44100,
347855.wav,44100,
340904.wav,44100,
237519.wav,44100,
55060.wav,44100,
74214.wav,44100,
371710.wav,44100,
262323.wav,44100,
269591.wav,44100,
149634.wav,44100,
173310.wav,44100,
116608.wav,44100,
327945.wav,44100,
188500.wav,44100,
221090.wav,44100,
145796.wav,44100,
424740.wav,44100,
396169.wav,44100,
36412.wav,44100,
62481.wav,44100,
100643.wav,44100,
64460.wav,44100,
427823.wav,44100,
352823.wav,44100,
337541.wav,44100,
238377.wav,44100,
16783.wav,44100,
30782.wav,44100,
250107.wav,44100,
202183.wav,44100,
210220.wav,44100,
162416.wav,44100,
20548.wav,44100,
213028.wav,44100,
24003.wav,44100,
49089.wav,44100,
238937.wav,44100,
195306.wav,44100,
429063.wav,44100,
347853.wav,44100,
195412.wav,44100,
344887.wav,44100,
426309.wav,44100,
124587.wav,44100,
182921.wav,44100,
56236.wav,44100,
48511.wav,44100,
198857.wav,44100,
407021.wav,44100,
159568.wav,44100,
326309.wav,44100,
17057.wav,44100,
386002.wav,44100,
237732.wav,44100,
403003.wav,44100,
84472.wav,44100,
149652.wav,44100,
70198.wav,44100,
381154.wav,44100,
429059.wav,44100,
400384.wav,44100,
410860.wav,44100,
29834.wav,44100,
238634.wav,44100,
148755.wav,44100,
203462.wav,44100,
203464.wav,44100,
203466.wav,44100,
203476.wav,44100,
28581.wav,44100,
28590.wav,44100,
28630.wav,44100,
28573.wav,44100,
28587.wav,44100,
28620.wav,44100,
188016.wav,44100,
176466.wav,44100,
176475.wav,44100,
176485.wav,44100,
176501.wav,44100,
176508.wav,44100,
176512.wav,44100,
176480.wav,44100,
316010.wav,44100,
316016.wav,44100,
316041.wav,44100,
316084.wav,44100,
316009.wav,44100,
316029.wav,44100,
316045.wav,44100,
316056.wav,44100,
39157.wav,44100,
39201.wav,44100,
39206.wav,44100,
39207.wav,44100,
39155.wav,44100,
39167.wav,44100,
39172.wav,44100,
39176.wav,44100,
39181.wav,44100,
277087.wav,44100,
277110.wav,44100,
70823.wav,44100,
70828.wav,44100,
70856.wav,44100,
70865.wav,44100,
277103.wav,44100,
70827.wav,44100,
70860.wav,44100,
70864.wav,44100,
316898.wav,44100,
316904.wav,44100,
316908.wav,44100,
316910.wav,44100,
316911.wav,44100,
316913.wav,44100,
316912.wav,44100,
316899.wav,44100,
316900.wav,44100,
316902.wav,44100,
316907.wav,44100,
316901.wav,44100,
382483.wav,44100,
382485.wav,44100,
382487.wav,44100,
382505.wav,44100,
382511.wav,44100,
382513.wav,44100,
382534.wav,44100,
382536.wav,44100,
382543.wav,44100,
382452.wav,44100,
382533.wav,44100,
382537.wav,44100,
382547.wav,44100,
148546.wav,44100,
148593.wav,44100,
148602.wav,44100,
148401.wav,44100,
148429.wav,44100,
148473.wav,44100,
148480.wav,44100,
148494.wav,44100,
148501.wav,44100,
148514.wav,44100,
148519.wav,44100,
148539.wav,44100,
148545.wav,44100,
148561.wav,44100,
148582.wav,44100,
148583.wav,44100,
148585.wav,44100,
148402.wav,44100,
148478.wav,44100,
148481.wav,44100,
148487.wav,44100,
148508.wav,44100,
148521.wav,44100,
191862.wav,44100,
431091.wav,44100,
44075.wav,44100,
252535.wav,44100,
48712.wav,44100,
277125.wav,44100,
39211.wav,44100,
350237.wav,44100,
264425.wav,44100,
330867.wav,44100,
350102.wav,44100,
350046.wav,44100,
176529.wav,44100,
18336.wav,44100,
324608.wav,44100,
431028.wav,44100,
252415.wav,44100,
251868.wav,44100,
29841.wav,44100,
349969.wav,44100,
39175.wav,44100,
277109.wav,44100,
9000.wav,44100,
8921.wav,44100,
148515.wav,44100,
193904.wav,44100,
242324.wav,44100,
275185.wav,44100,
138450.wav,44100,
316046.wav,44100,
39200.wav,44100,
361104.wav,44100,
252556.wav,44100,
148598.wav,44100,
349957.wav,44100,
277132.wav,44100,
148509.wav,44100,
432032.wav,44100,
262908.wav,44100,
188019.wav,44100,
253260.wav,44100,
193900.wav,44100,
176506.wav,44100,
252511.wav,44100,
277081.wav,44100,
382355.wav,44100,
252471.wav,44100,
432008.wav,44100,
176479.wav,44100,
252349.wav,44100,
350002.wav,44100,
252492.wav,44100,
369268.wav,44100,
363682.wav,44100,
8940.wav,44100,
252610.wav,44100,
231343.wav,44100,
425106.wav,44100,
350004.wav,44100,
72943.wav,44100,
184324.wav,44100,
350175.wav,44100,
29842.wav,44100,
432009.wav,44100,
428089.wav,44100,
196634.wav,44100,
9008.wav,44100,
252574.wav,44100,
148750.wav,44100,
252618.wav,44100,
252484.wav,44100,
252352.wav,44100,
382407.wav,44100,
122412.wav,44100,
176469.wav,44100,
431051.wav,44100,
39195.wav,44100,
273159.wav,44100,
252643.wav,44100,
10352.wav,44100,
127750.wav,44100,
382442.wav,44100,
69606.wav,44100,
350069.wav,44100,
28593.wav,44100,
99099.wav,44100,
148430.wav,44100,
252379.wav,44100,
350051.wav,44100,
148555.wav,44100,
203483.wav,44100,
148564.wav,44100,
70838.wav,44100,
29697.wav,44100,
127768.wav,44100,
431551.wav,44100,
148758.wav,44100,
51235.wav,44100,
382506.wav,44100,
39148.wav,44100,
349994.wav,44100,
148495.wav,44100,
148754.wav,44100,
39178.wav,44100,
70821.wav,44100,
319027.wav,44100,
252323.wav,44100,
277063.wav,44100,
8906.wav,44100,
29840.wav,44100,
252344.wav,44100,
2425.wav,44100,
107506.wav,44100,
350041.wav,44100,
51245.wav,44100,
176474.wav,44100,
350214.wav,44100,
13356.wav,44100,
126512.wav,44100,
94810.wav,44100,
252429.wav,44100,
176443.wav,44100,
148596.wav,44100,
148502.wav,44100,
350061.wav,44100,
251861.wav,44100,
127166.wav,44100,
8996.wav,44100,
148606.wav,44100,
122417.wav,44100,
148764.wav,44100,
35805.wav,44100,
422274.wav,44100,
10354.wav,44100,
252488.wav,44100,
252490.wav,44100,
148771.wav,44100,
411570.wav,44100,
28576.wav,44100,
252455.wav,44100,
51233.wav,44100,
426263.wav,44100,
165690.wav,44100,
350217.wav,44100,
251921.wav,44100,
252387.wav,44100,
382393.wav,44100,
425128.wav,44100,
28126.wav,44100,
28129.wav,44100,
252370.wav,44100,
70815.wav,44100,
431046.wav,44100,
431033.wav,44100,
39165.wav,44100,
122401.wav,44100,
148556.wav,44100,
328547.wav,44100,
431036.wav,44100,
29831.wav,44100,
148560.wav,44100,
253250.wav,44100,
28595.wav,44100,
350242.wav,44100,
148428.wav,44100,
176473.wav,44100,
28562.wav,44100,
252493.wav,44100,
316048.wav,44100,
252392.wav,44100,
252487.wav,44100,
277095.wav,44100,
414892.wav,44100,
412332.wav,44100,
277060.wav,44100,
70824.wav,44100,
264110.wav,44100,
133981.wav,44100,
349977.wav,44100,
382507.wav,44100,
277084.wav,44100,
323495.wav,44100,
350167.wav,44100,
277090.wav,44100,
337302.wav,44100,
349935.wav,44100,
252373.wav,44100,
344778.wav,44100,
191351.wav,44100,
431544.wav,44100,
401268.wav,44100,
251858.wav,44100,
148846.wav,44100,
148408.wav,44100,
252582.wav,44100,
382406.wav,44100,
399781.wav,44100,
8955.wav,44100,
402837.wav,44100,
157718.wav,44100,
401176.wav,44100,
9017.wav,44100,
382429.wav,44100,
397440.wav,44100,
350031.wav,44100,
252343.wav,44100,
350065.wav,44100,
427405.wav,44100,
193898.wav,44100,
383859.wav,44100,
350107.wav,44100,
148607.wav,44100,
252530.wav,44100,
9006.wav,44100,
350249.wav,44100,
252531.wav,44100,
176514.wav,44100,
187802.wav,44100,
252515.wav,44100,
382510.wav,44100,
176452.wav,44100,
148406.wav,44100,
349964.wav,44100,
196934.wav,44100,
8919.wav,44100,
176342.wav,44100,
349982.wav,44100,
148547.wav,44100,
122403.wav,44100,
252599.wav,44100,
382486.wav,44100,
350203.wav,44100,
316082.wav,44100,
193899.wav,44100,
343649.wav,44100,
251874.wav,44100,
343668.wav,44100,
422638.wav,44100,
273664.wav,44100,
382344.wav,44100,
148745.wav,44100,
31955.wav,44100,
70809.wav,44100,
8956.wav,44100,
39205.wav,44100,
70872.wav,44100,
383858.wav,44100,
316050.wav,44100,
431083.wav,44100,
251878.wav,44100,
426982.wav,44100,
321112.wav,44100,
196922.wav,44100,
350193.wav,44100,
155630.wav,44100,
28567.wav,44100,
350009.wav,44100,
424979.wav,44100,
8900.wav,44100,
252366.wav,44100,
252428.wav,44100,
427427.wav,44100,
188020.wav,44100,
350235.wav,44100,
176444.wav,44100,
165095.wav,44100,
337780.wav,44100,
343651.wav,44100,
148746.wav,44100,
382434.wav,44100,
196930.wav,44100,
29704.wav,44100,
252575.wav,44100,
350238.wav,44100,
413422.wav,44100,
39204.wav,44100,
343643.wav,44100,
350171.wav,44100,
350190.wav,44100,
8948.wav,44100,
39179.wav,44100,
10340.wav,44100,
148743.wav,44100,
148557.wav,44100,
28589.wav,44100,
70850.wav,44100,
350220.wav,44100,
261101.wav,44100,
262621.wav,44100,
316644.wav,44100,
252426.wav,44100,
162341.wav,44100,
203463.wav,44100,
62745.wav,44100,
252638.wav,44100,
350156.wav,44100,
412910.wav,44100,
428135.wav,44100,
148597.wav,44100,
148559.wav,44100,
181735.wav,44100,
382531.wav,44100,
112181.wav,44100,
382435.wav,44100,
425127.wav,44100,
132714.wav,44100,
252322.wav,44100,
431993.wav,44100,
348441.wav,44100,
343639.wav,44100,
188640.wav,44100,
252409.wav,44100,
253229.wav,44100,
121079.wav,44100,
382475.wav,44100,
350083.wav,44100,
252472.wav,44100,
410764.wav,44100,
162339.wav,44100,
343630.wav,44100,
94811.wav,44100,
416714.wav,44100,
148543.wav,44100,
158587.wav,44100,
196917.wav,44100,
127740.wav,44100,
382439.wav,44100,
18338.wav,44100,
252386.wav,44100,
8909.wav,44100,
50383.wav,44100,
350055.wav,44100,
70727.wav,44100,
252475.wav,44100,
349967.wav,44100,
350216.wav,44100,
429908.wav,44100,
349923.wav,44100,
382545.wav,44100,
277119.wav,44100,
423474.wav,44100,
28603.wav,44100,
176341.wav,44100,
176526.wav,44100,
432041.wav,44100,
277123.wav,44100,
138447.wav,44100,
350230.wav,44100,
175581.wav,44100,
70834.wav,44100,
148277.wav,44100,
252598.wav,44100,
316905.wav,44100,
350205.wav,44100,
382566.wav,44100,
28617.wav,44100,
39174.wav,44100,
196932.wav,44100,
70855.wav,44100,
148518.wav,44100,
382498.wav,44100,
432015.wav,44100,
252411.wav,44100,
382346.wav,44100,
431543.wav,44100,
252508.wav,44100,
127756.wav,44100,
148500.wav,44100,
7296.wav,44100,
343654.wav,44100,
48713.wav,44100,
8975.wav,44100,
252319.wav,44100,
382363.wav,44100,
28560.wav,44100,
277133.wav,44100,
95690.wav,44100,
39184.wav,44100,
350087.wav,44100,
41346.wav,44100,
252463.wav,44100,
426903.wav,44100,
277138.wav,44100,
181750.wav,44100,
208006.wav,44100,
148553.wav,44100,
127746.wav,44100,
252489.wav,44100,
1908.wav,44100,
350080.wav,44100,
252498.wav,44100,
431095.wav,44100,
350028.wav,44100,
350115.wav,44100,
176525.wav,44100,
148541.wav,44100,
151082.wav,44100,
252320.wav,44100,
179911.wav,44100,
252401.wav,44100,
188014.wav,44100,
345515.wav,44100,
181745.wav,44100,
382432.wav,44100,
363685.wav,44100,
382555.wav,44100,
252313.wav,44100,
99098.wav,44100,
382521.wav,44100,
253271.wav,44100,
316906.wav,44100,
277062.wav,44100,
122389.wav,44100,
39168.wav,44100,
349960.wav,44100,
